    9333: FIN/09:30:00.0000/MP  
  410331: FIN/09:59:02.0000/O.K.
 2075674: FIN/09:59:48.0000/O.K.
 9101104: FIN/09:59:47.0000/O.K.
 1403424: FIN/10:05:19.0000/O.K.
 2025351: FIN/10:06:16.0000/O.K.
 2059764: FIN/10:06:31.0000/O.K.
 7200596: FIN/10:06:58.0000/O.K.
    9670: FIN/10:07:34.0000/O.K.
 2073710: FIN/10:08:06.0000/O.K.
 7434894: FIN/10:08:15.0000/O.K.
 2069090: FIN/10:08:46.0000/O.K.
 2035204: FIN/10:09:22.0000/O.K.
    9399: FIN/10:09:05.0000/O.K.
 9005143: FIN/10:09:18.0000/O.K.
    7202: FIN/10:08:59.0000/O.K.
 2027924: FIN/10:09:26.0000/O.K.
 2073750: FIN/10:09:41.0000/O.K.
 1436949: FIN/10:09:40.0000/O.K.
   52549: FIN/10:10:06.0000/O.K.
 2083395: FIN/10:10:19.0000/O.K.
   51848: FIN/10:10:11.0000/O.K.
   52641: FIN/10:10:25.0000/O.K.
  515468: FIN/10:10:34.0000/O.K.
 1969696: FIN/10:11:26.0000/O.K.
  981816: FIN/10:12:09.0000/O.K.
  232132: FIN/10:13:03.0000/O.K.
  981818: FIN/10:13:23.0000/O.K.
  897370: FIN/10:13:04.0000/O.K.
  301569: FIN/10:13:36.0000/O.K.
 2060257: FIN/10:13:36.0000/O.K.
  995831: FIN/10:14:01.0000/O.K.
 2051546: FIN/10:14:01.0000/O.K.
 7202780: FIN/10:13:57.0000/O.K.
   51550: FIN/10:15:02.0000/O.K.
  219260: FIN/10:15:17.0000/O.K.
  889183: FIN/10:15:01.0000/O.K.
    9525: FIN/10:15:25.0000/O.K.
   51765: FIN/10:15:42.0000/O.K.
    8165: FIN/10:16:21.0000/O.K.
  682634: FIN/10:16:28.0000/O.K.
    4193: FIN/10:16:43.0000/O.K.
 1207404: FIN/09:30:00.0000/MP  
 2059771: FIN/10:17:24.0000/O.K.
   49690: FIN/10:17:28.0000/O.K.
  301031: FIN/10:17:31.0000/O.K.
   51218: FIN/10:17:37.0000/O.K.
  886701: FIN/10:17:48.0000/O.K.
 7200336: FIN/10:17:53.0000/MP  
 9935817: FIN/10:18:10.0000/O.K.
 7200131: FIN/10:18:25.0000/O.K.
    9480: FIN/10:18:30.0000/O.K.
 7200132: FIN/10:17:35.0000/O.K.
    9140: FIN/10:19:09.0000/O.K.
  887924: FIN/10:18:28.0000/O.K.
   52008: FIN/10:18:13.0000/O.K.
  886296: FIN/10:20:01.0000/O.K.
   53641: FIN/10:20:00.0000/O.K.
   51799: FIN/10:20:00.0000/O.K.
 2049589: FIN/10:20:34.0000/O.K.
  981820: FIN/10:19:36.0000/O.K.
  301383: FIN/10:20:37.0000/O.K.
   53556: FIN/10:18:19.0000/O.K.
  232256: FIN/10:20:25.0000/O.K.
  523000: FIN/10:20:29.0000/O.K.
  995867: FIN/10:20:45.0000/O.K.
 2085654: FIN/09:30:00.0000/MP  
 1602628: FIN/10:21:42.0000/O.K.
  445644: FIN/10:21:51.0000/O.K.
   49606: FIN/10:21:53.0000/O.K.
 2020742: FIN/10:21:55.0000/O.K.
    9498: FIN/10:21:27.0000/O.K.
  995852: FIN/10:21:32.0000/O.K.
   53520: FIN/10:22:15.0000/O.K.
 2032186: FIN/10:21:59.0000/O.K.
 2060214: FIN/10:22:29.0000/O.K.
  410192: FIN/10:22:31.0000/O.K.
   51225: FIN/10:22:35.0000/O.K.
 7200338: FIN/10:22:54.0000/O.K.
 1111187: FIN/10:23:16.0000/O.K.
 2051549: FIN/10:23:19.0000/O.K.
  981840: FIN/10:23:43.0000/O.K.
   52573: FIN/10:23:55.0000/O.K.
 2085623: FIN/10:23:34.0000/O.K.
 9200533: FIN/10:24:31.0000/O.K.
  500878: FIN/10:24:59.0000/O.K.
 9101117: FIN/10:24:50.0000/O.K.
  301666: FIN/10:24:57.0000/O.K.
 2017669: FIN/10:25:16.0000/O.K.
   49885: FIN/10:24:58.0000/O.K.
   52299: FIN/10:24:47.0000/O.K.
    8806: FIN/10:25:12.0000/O.K.
    8674: FIN/10:25:16.0000/O.K.
  416088: FIN/10:25:13.0000/O.K.
 2059751: FIN/10:25:18.0000/O.K.
  600160: FIN/10:25:18.0000/O.K.
 7204494: FIN/10:25:46.0000/O.K.
 2069051: FIN/10:25:55.0000/O.K.
  410254: FIN/10:25:46.0000/O.K.
 2067350: FIN/10:26:14.0000/O.K.
   51473: FIN/10:26:22.0000/O.K.
 7204489: FIN/10:26:34.0000/O.K.
 2073704: FIN/10:26:36.0000/O.K.
 2032226: FIN/10:26:35.0000/O.K.
  501925: FIN/10:26:40.0000/O.K.
  301633: FIN/10:26:46.0000/O.K.
 7201758: FIN/10:26:45.0000/O.K.
  301709: FIN/10:26:53.0000/O.K.
  995800: FIN/10:26:56.0000/O.K.
  897344: FIN/10:27:21.0000/O.K.
    9884: FIN/10:27:24.0000/O.K.
  253106: FIN/10:27:20.0000/O.K.
  436968: FIN/10:27:51.0000/O.K.
  995814: FIN/10:27:50.0000/O.K.
  301391: FIN/10:27:58.0000/MP  
  515082: FIN/10:27:59.0000/O.K.
  236985: FIN/10:28:28.0000/O.K.
  515179: FIN/10:28:29.0000/O.K.
  428250: FIN/10:28:34.0000/O.K.
  416329: FIN/10:28:37.0000/O.K.
  553285: FIN/10:28:42.0000/O.K.
 7700077: FIN/10:29:04.0000/O.K.
   52039: FIN/10:29:01.0000/O.K.
   51773: FIN/10:29:01.0000/O.K.
  515192: FIN/10:29:19.0000/O.K.
  253372: FIN/10:29:31.0000/O.K.
    8654: FIN/10:29:45.0000/O.K.
  410398: FIN/10:28:59.0000/O.K.
  219273: FIN/10:29:33.0000/O.K.
   51332: FIN/10:29:43.0000/O.K.
  331752: FIN/10:30:20.0000/O.K.
  443068: FIN/10:30:16.0000/O.K.
    8128: FIN/10:29:56.0000/O.K.
 2032164: FIN/10:30:31.0000/O.K.
   51863: FIN/10:30:32.0000/O.K.
 2049592: FIN/10:30:14.0000/O.K.
    9068: FIN/10:30:45.0000/O.K.
   52780: FIN/10:30:58.0000/O.K.
 7875600: FIN/10:29:59.0000/O.K.
  889282: FIN/10:31:03.0000/O.K.
  301171: FIN/10:30:49.0000/O.K.
  219243: FIN/10:30:41.0000/O.K.
    9632: FIN/10:30:56.0000/O.K.
   53631: FIN/10:30:53.0000/O.K.
  301347: FIN/10:31:09.0000/O.K.
   52931: FIN/10:31:31.0000/O.K.
 7200586: FIN/10:30:39.0000/O.K.
 2060215: FIN/10:30:52.0000/O.K.
   51137: FIN/10:31:19.0000/O.K.
  361921: FIN/10:31:26.0000/O.K.
 2059745: FIN/10:30:59.0000/O.K.
 2084933: FIN/10:31:22.0000/O.K.
 9920101: FIN/10:31:18.0000/O.K.
   51274: FIN/10:31:57.0000/O.K.
    9066: FIN/10:32:11.0000/O.K.
  621220: FIN/10:32:27.0000/O.K.
 2056261: FIN/10:32:30.0000/O.K.
   52533: FIN/10:32:32.0000/O.K.
    9626: FIN/10:32:47.0000/O.K.
 2058463: FIN/10:32:51.0000/O.K.
   51262: FIN/10:32:54.0000/O.K.
 2053551: FIN/10:32:45.0000/O.K.
    9234: FIN/10:33:05.0000/O.K.
  553446: FIN/10:33:00.0000/O.K.
    9189: FIN/10:33:09.0000/O.K.
  682698: FIN/10:33:12.0000/O.K.
 2049537: FIN/10:33:17.0000/O.K.
  436410: FIN/10:33:17.0000/O.K.
    8849: FIN/10:33:30.0000/O.K.
 2020717: FIN/10:33:44.0000/O.K.
 9101186: FIN/10:33:37.0000/O.K.
  336717: FIN/10:33:43.0000/O.K.
  886823: FIN/10:33:53.0000/O.K.
 2073755: FIN/10:34:03.0000/O.K.
  888614: FIN/10:34:06.0000/O.K.
  331797: FIN/10:34:23.0000/O.K.
 2082929: FIN/10:34:29.0000/O.K.
   52078: FIN/10:34:18.0000/MP  
    4276: FIN/10:34:34.0000/O.K.
  901028: FIN/10:35:17.0000/O.K.
  331118: FIN/10:33:59.0000/O.K.
    6607: FIN/10:34:23.0000/O.K.
   51743: FIN/10:34:46.0000/O.K.
  232255: FIN/10:35:19.0000/O.K.
  887901: FIN/10:35:28.0000/O.K.
 2060271: FIN/10:35:44.0000/O.K.
 7202899: FIN/10:35:55.0000/O.K.
    7247: FIN/10:36:16.0000/O.K.
    8218: FIN/10:37:09.0000/O.K.
  331289: FIN/10:37:11.0000/O.K.
   51213: FIN/10:37:08.0000/O.K.
  515193: FIN/10:34:58.0000/O.K.
  515464: FIN/10:35:01.0000/O.K.
 9101183: FIN/10:37:10.0000/O.K.
 7170894: FIN/10:37:14.0000/O.K.
  420425: FIN/10:37:39.0000/O.K.
  682367: FIN/10:37:41.0000/O.K.
  442886: FIN/10:37:40.0000/O.K.
    9814: FIN/10:37:13.0000/O.K.
    8513: FIN/10:37:38.0000/O.K.
 1985456: FIN/10:37:57.0000/O.K.
   51800: FIN/10:38:00.0000/O.K.
  301667: FIN/10:38:18.0000/O.K.
  515132: FIN/10:38:15.0000/O.K.
   51738: FIN/10:38:43.0000/O.K.
  224890: FIN/10:38:53.0000/O.K.
 7205005: FIN/10:38:59.0000/O.K.
    8155: FIN/10:39:16.0000/O.K.
  887927: FIN/10:39:21.0000/O.K.
 2051524: FIN/10:39:25.0000/O.K.
  888623: FIN/10:39:32.0000/O.K.
  889304: FIN/10:39:59.0000/O.K.
 7201198: FIN/10:39:44.0000/O.K.
  301505: FIN/10:39:57.0000/O.K.
 2067347: FIN/10:40:07.0000/O.K.
    7886: FIN/10:39:15.0000/O.K.
 7201769: FIN/10:40:11.0000/O.K.
 2067929: FIN/10:39:34.0000/O.K.
